          table_name          |            column_name            |        data_type         |  udt_name   
 voice_configs                | survey_question_types             | jsonb                    | jsonb
 voice_configs                | survey_prompts_locales            | jsonb                    | jsonb
 voice_configs                | ai_agent_id                       | text                     | text
 voice_configs                | ai_agent_prompt                   | text                     | text
 voice_configs                | ai_agent_temperature              | numeric                  | numeric
 voice_configs                | ai_agent_model                    | text                     | text
 voice_configs                | ai_post_prompt_url                | text                     | text
 voice_configs                | ai_features_enabled               | boolean                  | bool
 voice_configs                | live_translate                    | boolean                  | bool
 voice_configs                | voice_to_voice                    | boolean                  | bool
 voice_configs                | elevenlabs_voice_id               | text                     | text
 voice_configs                | elevenlabs_api_key                | text                     | text
 voice_targets                | id                                | uuid                     | uuid
 voice_targets                | organization_id                   | uuid                     | uuid
 voice_targets                | phone_number                      | text                     | text
 voice_targets                | name                              | text                     | text
 voice_targets                | description                       | text                     | text
 voice_targets                | is_active                         | boolean                  | bool
 voice_targets                | created_at                        | timestamp with time zone | timestamptz
 voice_targets                | created_by                        | uuid                     | uuid
 webhook_configs              | id                                | uuid                     | uuid
 webhook_configs              | organization_id                   | uuid                     | uuid
 webhook_configs              | type                              | text                     | text
 webhook_configs              | url                               | text                     | text
 webhook_configs              | is_active                         | boolean                  | bool
 webhook_configs              | test_sent_at                      | timestamp with time zone | timestamptz
 webhook_configs              | created_at                        | timestamp with time zone | timestamptz
 webhook_configs              | updated_at                        | timestamp with time zone | timestamptz
 webhook_deliveries           | id                                | uuid                     | uuid
 webhook_deliveries           | subscription_id                   | uuid                     | uuid
 webhook_deliveries           | event_type                        | text                     | text
 webhook_deliveries           | event_id                          | uuid                     | uuid
 webhook_deliveries           | payload                           | jsonb                    | jsonb
 webhook_deliveries           | status                            | text                     | text
 webhook_deliveries           | attempts                          | integer                  | int4
 webhook_deliveries           | created_at                        | timestamp with time zone | timestamptz
 webhook_deliveries           | max_attempts                      | integer                  | int4
 webhook_deliveries           | next_retry_at                     | timestamp with time zone | timestamptz
 webhook_deliveries           | response_status                   | integer                  | int4
 webhook_deliveries           | response_body                     | text                     | text
 webhook_deliveries           | response_time_ms                  | integer                  | int4
 webhook_deliveries           | last_error                        | text                     | text
 webhook_deliveries           | delivered_at                      | timestamp with time zone | timestamptz
 webhook_failures             | id                                | uuid                     | uuid
 webhook_failures             | organization_id                   | uuid                     | uuid
 webhook_failures             | source                            | text                     | text
 webhook_failures             | endpoint                          | text                     | text
 webhook_failures             | payload                           | jsonb                    | jsonb
 webhook_failures             | headers                           | jsonb                    | jsonb
 webhook_failures             | error_message                     | text                     | text
 webhook_failures             | error_code                        | text                     | text
 webhook_failures             | http_status                       | integer                  | int4
 webhook_failures             | idempotency_key                   | text                     | text
 webhook_failures             | attempt_count                     | integer                  | int4
 webhook_failures             | max_attempts                      | integer                  | int4
 webhook_failures             | next_retry_at                     | timestamp with time zone | timestamptz
 webhook_failures             | last_attempt_at                   | timestamp with time zone | timestamptz
 webhook_failures             | status                            | text                     | text
 webhook_failures             | resolved_at                       | timestamp with time zone | timestamptz
 webhook_failures             | resolved_by                       | uuid                     | uuid
 webhook_failures             | resolution_notes                  | text                     | text
 webhook_failures             | created_at                        | timestamp with time zone | timestamptz
 webhook_failures             | resource_type                     | text                     | text
 webhook_failures             | resource_id                       | uuid                     | uuid
 webhook_subscriptions        | id                                | uuid                     | uuid
 webhook_subscriptions        | organization_id                   | uuid                     | uuid
 webhook_subscriptions        | name                              | text                     | text
 webhook_subscriptions        | url                               | text                     | text
 webhook_subscriptions        | secret                            | text                     | text
 webhook_subscriptions        | events                            | ARRAY                    | _text
 webhook_subscriptions        | active                            | boolean                  | bool
 webhook_subscriptions        | headers                           | jsonb                    | jsonb
 webhook_subscriptions        | created_by                        | uuid                     | uuid
 webhook_subscriptions        | created_at                        | timestamp with time zone | timestamptz
 webhook_subscriptions        | retry_policy                      | text                     | text
 webhook_subscriptions        | max_retries                       | integer                  | int4
 webhook_subscriptions        | timeout_ms                        | integer                  | int4
 webhook_subscriptions        | updated_at                        | timestamp with time zone | timestamptz
 webrtc_sessions              | id                                | uuid                     | uuid
 webrtc_sessions              | organization_id                   | uuid                     | uuid
 webrtc_sessions              | session_token                     | text                     | text
 webrtc_sessions              | status                            | text                     | text
 webrtc_sessions              | created_at                        | timestamp with time zone | timestamptz
 webrtc_sessions              | call_id                           | uuid                     | uuid
 webrtc_sessions              | updated_at                        | timestamp with time zone | timestamptz
 webrtc_sessions              | user_id                           | text                     | text
(1675 rows)

